Identifier,Comments,SubTask1,SubTask2
3566,Or Didi aap jo ker rhe Acid Atek serviver ledkiyo k liye aap ko khoob sefelta mile aap khoob aage bdo asp apna cofidents met khona Didi aap k bal bhut khubsurt h 2005 k Acid Atek k bad bhi aap k bal bhut khoob surt h,Optimistic,None
11461,बा जी बा इंडिया में बेरोजगार घूम रहे उससे तुम्हे कोई मतलब नहीं हैं,Neutral,None
950,Sir..me ladka hun but mere mom-dad mujhe kabhi raat me bahar nahi jaane diye.. and College ya school se 30 mins bhi late ho jaata tha to College ya school aa jaati thi meri Mummy ya papa..aaj bhi office me late ho jata hun to call pr call aata hai. college ya school me bhi mene kabhi picnic pe nahi gaya due to insecurity by my mom dad.. ab marriage ke baad jata hun wife ke saath..ab allow karte hai..ye ladko ke saath bhi hota hai .sirf ladki k saath nahi..,Neutral,None
12225,Roma ko hata do abp wale gundo starting me,Neutral,None
3334,Bhaiya Apke 25milion subscribers hone chahiye And jald hi hoga Keep it up,Neutral,None
5696,"humre desh k rule strict hone chiye, or 100 gunehgar bach jaye per 1 nirdosh ko saja naa mile (ye band kerna hoga) tabhi badlav aa sakta h",Optimistic,Suggestion
11779,Pura. Din krke rat ko sreef,Neutral,None
9180,😱aise ladko ka hatiyar hi kat dene chahiye....,Optimistic,None
11305,Is news ko dekh k pata chlta hai ki ajkl log bhale ki kitna gym krle unme ander se koi takat nhi bachi hai jo galat hote dekh dar k mare bol bhi nhi pate,Neutral,None
8515,police my foot 🤣😂😂🤣😂😂😂😡😡😡😡😡😡 kuch kra to nhi jata inse insaf riswat khilwa lo,Pessimistic,Criticism
6968,Mansikta hi kharab h yaha ke logo ka,Neutral,None
4541,"Wow 😣 that,s true ......hr ladki apne sapne pure kr sakti hai ,ager uski family sport kre too 🥰🥰",Optimistic,Suggestion
9278,Jab Tak Soch nahi badlegi tab Tak kuch nahi ho sakta Soch badlo Desh badlega,Optimistic,Suggestion
4726,"Sex ratio does not not tell, ki female foeticde hoti hai, XY(Boy) ya XX(Girl) hmare uper thodi depend hai, vo to kuch bhi ho sakta hai dono mea se. May ladke juada peda hote ho",Neutral,None
177,unka to thik hain lekein munni badnam shila ki jawani jese hawasi songs ke vajhse indian logon ka dimag usi soch se chalta so aesa yaha hota hain,Pessimistic,Criticism
10484,Good msg...... Esal mein ye larki k andar ka dar tha😔😔😔,Neutral,None
9335,shek Anand prostitutes bhi insaan hi hai. Kon ho Tum use prostitute bolne wale??,Neutral,None
12387,Problem to tab hoti jab koi aata nahi help Karne..Patnites know how to respect women..,Neutral,None
5831,Dhruv bhaii...app bohut acca baat kaha hain..i like your inspirational speech.,Neutral,None
8694,Sach Kaha I love Gujarat.....bcoz waha ke log bahut atche hai love from Assam,Neutral,None
71,100% me se 80% case jhuthe hote hai..aur aap jaise log bharat ko bahut jyada bura dikhana chahate ho,Neutral,None
5322,Maine to ulta experience Kiya hai mujhe Mumbai me safe lagta hai aur keral me mujhe safe nahi laga,Pessimistic,Criticism
6461,puri up ki yahi haal h aaj bhi,Neutral,None
576,Ladkiyo ne bohut lambe time tak bohut dard jhela hain. Unko 100 yrs pahle tak baccha paida karne Wali machine samjha jta hain. Even aaj bhi ye hain bohut si jagah main. Pahle ke time pe unke saath bohut batsaluki hui hain. Woh husband se bohut domestic violence jhelta tha. Even aaj bhi jhelta hain. Bohut si jagah main bacchi paida hone pe usko maar diya jata tha. Even aaj bhi kuch kuch states main hain. Aab Ladkiyo ko thodi rights mil rahi hain. Usko woh kyu use naa kare. Unhone jitne hazaro saalo se dard jhela hain. Uska .001% bhi aap log nhi face kar rahe,Optimistic,Appreciation
9049,Bc...hum kare to kya..kareee.. Kisi ladki ko help krna chaha to bhi.. Bolegi ..lafanga...saala..ghar main maa behen nhi hai kya... Arre meri maa mujhe koi insanityat. Ka .bhoot nhi chada sabki madad krta phiro... Tu musibat main dkhi... isiliye mera kartavya banta..hai... Mujhe abhi bhi wo din yaad hai... Bhai kabhi bhi galti se help mat krna.... Kabhi bhi harasment ya kidnapping ka charge lga degi.. Bach k bhai.. Mera xperience bata rha hun..,Pessimistic,Offensive
5834,Agr aap primer minster ban Jaye tab Jake desh badlega,Neutral,None
10011,ek chota shahr bhut acha h rhne k liy,Optimistic,None
9752,"Jatin Dangayach rajsthan ki command ek mhila ke hathon mai h ,isilye surakshit h",Optimistic,Appreciation
2683,Ab sab log swami vivekanand ya Mahatma Gandhi to nhi ban skte na 😅,Neutral,None
7522,Play stor pr AZHAR nam ki app me *grugrahm* ke londe jyadatr gali bakte nazar aatehe....,Pessimistic,Offensive
5694,india ki halat achi hi hai Pakistan or baki arabian countries se boko harm jahapar 6000 ladkiyo k sath rape hua tha Or Rhi baat sex ratio at birth ki to ye jaruri nhi ki agar ek ladka pada ho to dusre bed par ladki pada ho koi 50 50 ki criteria nhi hai na ho sakti hai,Pessimistic,Criticism
1642,vai tujhe Ghar se parvarish toh bari achchi mili hain,Neutral,None
7906,Bhai herani ki bt ye h ki rapist khule ghumenge fir b or sare niyam kanuun saza tmpe lga diye jaege...so called justice they call it.,Pessimistic,Criticism
10465,india me hindu shaassan hai to sab safe hai or sabki sarkar or isslamic kanoon pakistan me hai na vaha unnth hi unntth ho rakhe hai agar or safe kanoon chahiye to fir bangladesh jao sbhi hum log safe hai yhha,Pessimistic,Criticism
8134,Ek katte ka license compulsory for each girl 👧 👧🙏🙏🙏🙏 animals ko bhasha samaj nhi aati..,Optimistic,None
975,apne baat to kafi sahi ki par ek baat galat lagi pati ka matlab malik. par esa nahi pati patni ke bina pati nahi usi tarah patni pati ke bina patni nhi,Neutral,None
9490,Adhi Raat Mein Ek Ladki beech Sadak Pe rakhne ki jarurat nahi hai,Pessimistic,Criticism
12151,Yeh duniya hai yaha ache aur bure dono tarah k log rehte hain ab zaroori nhi har ladka galat ho insaniyat bhot zaroori hai phir chahe ladka ho ya ladki har jagah har tarah k log hain..... Apni safety khud kare hoshmand rahein sblog,Optimistic,None
10128,Blindspot khud he involve ho jaoge isme,Neutral,None
501,मुझे भी सजना है लड़कियों जैसे,Neutral,None
7666,Akbar Baig tere baap ka h kya Hyderabad,Pessimistic,Offensive
1694,Sir ab kya hi bola jaye 😣,Neutral,None
1877,"It's sad ki yesab se guzarna parta h kabhi kabhi logon ko but don't do self pitty here, ye hona bohot aam baat hogyi h almost sabke sath ek na ek baar hua hota h and isse zyada der tak sad nhi rhena chahiye kyuki galti humari h hi nhi, humme bas apni awaz uthani h iske khilaaf and if you truly believe ki apne sath jisne galat kiya h vo ek criminal h to apne ye shakti uske khilaaf awaz uthane ki apne aap ajaegi just stay strong and awaz uthane ke sath sath auro ko iske bare me educate karke aur auro ki help karke aap khud isse heal hosakte ho, self healing bhi bohot important h",Optimistic,Suggestion
8073,यह सब घटनाएं का जिम्मेदार पुलिस है,Pessimistic,Criticism
5044,Ye bchod sab UP Bihar ki wjh se in do state ne badnami krwa rakhi,Pessimistic,Offensive
8837,Ise to hmara bareilly ka chota village c. B. Ganj bht safe meri di diwali k tym raat 3 bje pahuchi thi to police balo ne unko auto kraya nd ghr tk bike se aye chorne police bale 👍👍 Bt jb tk ese ldke rhege tb kuch ni ho skta,Pessimistic,Criticism
5175,adhika azad AAP ke leaders per Bhi rape cases . But dhruv Kabi bol lega nhi because he is AAP Puppet 🌚,Pessimistic,Criticism
8984,Yeh ladka to rape karne ke liye ready tha,Neutral,None
10339,Aur ladko ka kya.. wo jo unpe har br allegation lagte hai wo kab badlega,Pessimistic,Criticism
1643,papa ki pari 😂 ye jaisa ladkiyom pari jaisi ud gayegi kisi ke sath 😂,Neutral,None
6142,Harsh Raval Gujarat ka sex ratio 919 hai jo india ke average se kaafi kam hai matlab ladkiyon ko paida hone se pehle hi maar diya jata hai.,Neutral,None
8365,गांडू हो क्या..? तुम्हारे पास कोई न्यूज नहीं है,Pessimistic,Offensive
857,Female ka noun women hi hota he 😂koi b online ya offline form bharoge wahan column me gender male/female hi hoga men ya women nahi to isme koi buri baat nahi he👍,Neutral,None
6654,Mujhe lagta hay prostitute ko legalized karna chahia ur un ladkio ko ID card vi provide karni chahia. specific area allocation hona chahia .Q ki unfortunately ak reporter ur ak prostitute dono hi ladki hoti hay.ur ak bhola bhala mard jis ko prostitute ke pas Jana chahia bo reporter ke pas chala jata hay. mardo ko itna niche mat girao aap ke ghar may vi doo mard hay ak bhai ur ak pita .,Neutral,None
7895,Yeh delhi NCR mein political connections n contacts ka tataaa zadaa laga rhta tu janta nhi Mei kis bade Baap ka beta hu. Etc etc. Toh yaha Haalat kharab honi hi hai. Mostly political politics Bhut hai yaha,Pessimistic,Criticism
4695,Right. लड़कियां कुछ भी कर सकती हैं।,Optimistic,None
11930,Mam......... Delhi ki manshikta chordo... this is Bihar... ynha pyar aur sanskriti abhi v jinda h! Koi galat nhi tha... mai v rhta to yahi khta.. or aapka koi bichda bhai v rhta to yahi khta.. any problem ! Aapka dost jbtak nhi aata mai rukta hu! Knhi chord du aapko! Lekin yaar aaplogo ki mansikta delhi mei rahkar sad gyi h! Clean karo ishe!,Pessimistic,Criticism
6169,chalo top 5 main toh thi 2011 main😁😁😁,Neutral,None
11812,Media wale batna kya chahte hai,Neutral,None
2271,Ab isme bhi dusro ko dosh doge,Neutral,None
5843,"Modi ji Babaji ka Thullu, kya kar raha hai Modi??",Pessimistic,Offensive
6839,School me bhi aise loafer hote hai dogale.,Pessimistic,Offensive
6080,"Mysterious Girl Americans apne bhaiyo se chudwati hai aur ye saali aur saale India pe kya thukenge? Shayad tum logo ko India ki badnaami karne ka bahut shaukh hai. Jawo america me aur dekho waha kya hota hai. Kuch yaad karo India ke representative , jo ki aurat thi usey bhi nagn karke check kiya gaya tha America me. Apne desh ko itna bhi criticise mat karo.",Pessimistic,Offensive
12327,आप मीडिया वालों ने इतना बवंडर मचा रखा है ना अगर कोई किसी महिला की मदद करने आ जाए आप लोग चिल्लाते हैं इसकी नियत खराब थी नजरे गंदी जी कोई मदद ना करें तो देखो बेटियों की मदद करने को ही नहीं आता यह सब आप ही अपने आप डिसाइड कर लेते हो कौन सही है और कौन गलत बारे में मीडिया वालों सिर्फ अपना चैनल चलाना है सारी दुनिया गलत है तुम्हारी लोगों की नजरों में,Pessimistic,Criticism
4676,Ladkiyon ko abhi bahut sangharsh karna hai,Neutral,None
1469,Bas sachai kahi hai apne.jante sab hai but change koi ni krta.,Neutral,None
12253,Har puchne wala wala galat nhi hota...,Neutral,None
4004,Toh har ladki ko face pr acid lagana padega instead of make-up. 😏.. dilasa Dene kelye Kuch bi fake baat bolte ho...,Neutral,None
6970,Ean sab ladko ka face camera me capture hua hoga and bike ka number be ghar se utha lo. Or sab ke samne kala muh kar ke sar ganja kar ke jutte maaro salo ke. Or apne aap ko mard kah na sake private part tak nekal vo de doctor ke yaha le ja ke.taki sari umar bahar yaad rahe. Jab khuad sixer ban jayege. Tab sahi rahega,Pessimistic,Offensive
12222,Chutayapa ki v hadd hoti h Abp ko to bs masala chahiye,Pessimistic,Offensive
3343,Sir please ladko ki problem pr bhi bat kro yha se to sb mu fer lete hai,Neutral,None
6930,"Raat Ko 12:30 bje koi sreef ladki ghar se bahar nhi niklegi,",Pessimistic,Criticism
6141,Bhai hamare Gujarat rape hote he manate he but .navaratri me girls 2-3 baje Tak garada khelati he . Aor koe chintta nahi he. . Gujarat is best. . I think practical . This report is wrong ...,Neutral,None
9650,Ghoosh le ke nokari milega to yahi hoga achhe insan ko nokari kaha hai...,Pessimistic,Criticism
2684,"""Reality of Indian women in India"" ओदी बताएगा?",Neutral,None
11287,काश के इंसान कपडे की खोज नही करता नंगा ही रेहता तो शायद सेक्स भावना लिमिट मे रेहती इंसान पढा लिखा समजदार हो गया हे तो ज्यादा हरामी हो गया हे,Pessimistic,Offensive
7500,"Salary tu mil jate hai , kam kio karey, Delhi police",Neutral,None
2595,"Mera desh badal rha hai, fake Famenism filahl chal rha hai",Neutral,None
3653,M apka bera m kya kho.,Neutral,None
